Join_ID,GPS_UniqueKey_,Point_Count
1,pdibas2402000020,1
1,pdibas2402000022,1
1,pdibas2402000024,1
1,pdibas2402000026,1
1,pdibas2402000027,1
1,pdibas2402000029,1
1,pdibas2402000031,1
1,pdibas2402000060,1
1,pdibas2402000062,1
1,pdibas2402000064,1
1,pdibas2402000066,1
1,pdibas2402000068,1
1,pdibas2402000070,1
1,pdibas2402000076,1
1,pdibas2402000085,1
1,pdibas2402000087,1
1,pdibas2402000194,1
1,pdibas2402000198,1
1,pdibas2402000299,1
1,pdibas2402000449,1
1,pdibas2402000450,1
1,pdibas2402000451,1
1,pdibas2402000452,1
1,pdibas2402000453,1
1,pdibas2402000454,1
1,pdibas2402000463,1
1,pdibas2402000464,1
1,pdibas2402000465,1
1,pdibas2402000466,1
1,pdibas2402000467,1
1,pdibas2402000468,1
1,pdibas2402000469,1
1,pdibas2402000470,1
1,pdibas2402000471,1
1,pdibas2402000472,1
1,pdibas2402000473,1
1,pdibas2402000474,1
1,pdibas2402000475,1
1,pdibas2402000483,1
1,pdibas2402000484,1
1,pdibas2402000485,1
1,pdibas2402000486,1
1,pdibas2402000487,1
1,pdibas2402000488,1
1,pdibas2402000684,1
1,pdibas2402000748,1
1,pdibas2402000749,1
1,pdibas2402000750,1
1,pdibas2402000751,1
1,pdibas2402000752,1
1,pdibas2402000753,1
1,pdibas2402000754,1
1,pdibas2402000755,1
1,pdibas2402000756,1
1,pdibas2402000757,1
1,pdibas2402000758,1
1,pdibas2402000759,1
1,pdibas2402000760,1
1,pdibas2402000761,1
1,pdibas2402000812,1
1,pdibas2402000818,1
1,pdibas2402000829,1
1,pdibas2402000831,1
1,pdibas2402001023,1
1,pdibas2402001115,1
1,pdibas2402001116,1
1,pdibas2402001117,1
1,pdibas2402001118,1
1,pdibas2402001119,1
1,pdibas2402001120,1
1,pdibas2402001121,1
1,pdibas2402001122,1
1,pdibas2402001123,1
1,pdibas2402001124,1
1,pdibas2402001125,1
1,pdibas2402001126,1
1,pdibas2402001344,1
1,pdibas2402001529,1
1,pdibas2402001623,1
1,pdibas2402001632,1
1,pdibas2402002291,1
1,pdibas2402002296,1
1,pdibas2402002297,1
1,pdibas2402002298,1
1,pdibas2402002299,1
1,pdibas2402002300,1
1,pdibas2402002301,1
1,pdibas2402002302,1
1,pdibas2402002303,1
1,pdibas2402002304,1
1,pdibas2402002305,1
1,pdibas2402002306,1
1,pdibas2402002307,1
1,pdibas2402002308,1
1,pdibas2402002309,1
1,pdibas2402002310,1
1,pdibas2402002318,1
1,pdibas2402002319,1
1,pdibas2402002320,1
1,pdibas2402002321,1
1,pdibas2402002323,1
1,pdibas2402002324,1
1,pdibas2402002325,1
1,pdibas2402002326,1
1,pdibas2402002327,1
1,pdibas2402002328,1
1,pdibas2402002329,1
1,pdibas2402002349,1
1,pdibas2402002350,1
1,pdibas2402002351,1
1,pdibas2402003127,1
1,pdibas2402003129,1
1,pdibas2402003131,1
1,pdibas2402003192,1
1,pdibas2402003194,1
1,pdibas2402003229,1
1,pdibas2402004057,1
1,pdibas2402004059,1
1,pdibas2402004160,1
1,pdibas2402004201,1
1,pdibas2402004202,1
